pred_precio_log,precio_pred,id
4.036487,56.63,26631768
5.0108314,150.03,26697015
3.8138547,45.32,26716372
5.745634,312.82,26741961
5.32834,206.1,26766150
3.8694458,47.92,26791542
5.4842906,240.88,26800509
4.7621346,117.0,26809311
5.4949236,243.45,26811798
5.1977515,180.87,26826875
5.46232,235.64,26828180
5.716761,303.92,26828346
4.395813,81.11,26840994
5.7910624,327.36,26855092
5.416021,224.98,26862103
5.51486,248.36,26883321
4.9109397,135.77,26916773
5.186522,178.85,26916997
5.486525,241.42,26920348
5.434937,229.28,26940439
4.7522354,115.84,26940546
4.1763024,65.12,26942581
6.4155736,611.29,26966765
5.443434,231.23,26969209
5.435054,229.31,26970125
4.8536825,128.21,26976011
4.8620853,129.29,26976071
4.8975544,133.96,26976115
5.754455,315.59,27011219
5.3349247,207.46,27011225
5.8237615,338.24,27013203
5.2547765,191.48,27021820
3.3706615,29.1,27030097
4.071201,58.63,27049403
5.5253587,250.98,27051661
5.6821847,293.59,27053084
5.4721127,237.96,27079140
4.0004315,54.62,27095636
5.7517953,314.76,27147771
5.4301586,228.19,27151343
3.904335,49.62,27183708
5.6356454,280.24,27189168
5.277003,195.78,27191542
4.212672,67.54,27195234
5.6288357,278.34,27211794
5.4138584,224.5,27212042
4.058726,57.9,27217399
5.6470256,283.45,27270668
5.670473,290.17,27270687
5.968133,390.78,27293948
5.7586684,316.93,27400786
4.3584285,78.13,27418999
4.1306953,62.22,27421341
4.291259,73.06,27524491
3.7432268,42.23,27540566
5.825869,338.96,27592098
5.7847595,325.3,27643962
5.841073,344.15,27643967
5.8516994,347.82,27643975
6.288422,538.3,27643976
5.7763286,322.57,27643977
5.498364,244.29,27644071
5.7015285,299.32,27644081
5.773037,321.51,27644098
5.4218764,226.3,27644115
5.749445,314.02,27644158
3.7691064,43.34,27651638
3.3588798,28.76,27662195
3.5360272,34.33,27688070
5.9706674,391.77,27715334
5.214691,183.95,27724507
5.475115,238.68,27738503
5.635362,280.16,27743172
5.748548,313.73,27743825
5.569253,262.24,27761751
5.544962,255.94,27791245
5.473908,238.39,27797794
5.4624796,235.68,27797995
5.562786,260.55,27823920
4.6526604,104.86,27869387
5.1778092,177.29,27942031
5.447335,232.14,27943950
5.808641,333.17,27978908
3.3181748,27.61,28054697
4.5334463,93.08,28065344
3.255583,25.93,28075682
5.5816526,265.51,28167451
5.690144,295.94,28212696
4.8182216,123.74,28214293
3.9148817,50.14,28223209
4.235167,69.07,28268154
5.4088073,223.37,28276809
3.1593843,23.56,28322033
5.5705166,262.57,28325817
4.7162194,111.74,28326845
5.5284576,251.76,28327254
5.455573,234.06,28348651
5.4691367,237.26,28349493
4.7702017,117.94,28409094
5.3047266,201.29,28534218
5.9980836,402.66,28534419
5.671564,290.49,28534534
5.368059,214.45,28534799
3.8110795,45.2,28554053
5.2958565,199.51,28554820
3.2821445,26.63,28573232
3.7642758,43.13,28585450
5.2612677,192.73,28597367
5.038734,154.27,28597705
5.602347,271.06,28630105
3.193251,24.37,28662864
5.6132574,274.04,28688045
4.8181033,123.73,28754017
4.493228,89.41,28806354
5.2031655,181.85,28830732
4.427019,83.68,28850487
3.8715289,48.02,28853622
5.28254,196.87,28859035
5.4717975,237.89,28859799
5.4454913,231.71,28923740
5.2593117,192.35,28925776
3.8264308,45.9,28971441
4.0543265,57.65,28981685
4.6675525,106.44,29004856
5.9888926,398.97,29026668
5.7221885,305.57,29047393
5.4896665,242.18,29047395
5.8160276,335.64,29047430
5.2742133,195.24,29047445
5.646919,283.42,29047459
5.641056,281.76,29047473
5.7279816,307.35,29047487
3.4409413,31.22,29052866
5.4618473,235.53,29053195
5.5397696,254.62,29058916
4.6405215,103.6,29071362
5.5006824,244.86,29077423
5.722566,305.69,29087411
5.1091337,165.53,29115192
5.2347507,187.68,29115367
5.5370545,253.93,29115387
5.1003942,164.09,29115399
5.093243,162.92,29115445
5.039496,154.39,29115483
5.0964875,163.45,29115543
5.5415587,255.08,29115607
5.1728477,176.42,29115636
5.540384,254.78,29119333
4.94912,141.05,29119342
5.2149663,184.01,29119662
5.520575,249.78,29149684
5.5058913,246.14,29154977
5.7169456,303.98,29168321
5.7171316,304.03,29168355
5.7603106,317.45,29168380
5.29221,198.78,29170517
5.3532696,211.3,29171393
4.1352572,62.51,29177296
4.251739,70.23,29179544
5.336493,207.78,29184270
4.5142593,91.31,29235420
4.016853,55.53,29250749
3.6473856,38.37,29268414
5.5304275,252.25,29274945
5.782092,324.44,29276461
4.3403606,76.74,29280143
3.7136226,41.0,29281264
3.6644983,39.04,29282011
3.7582586,42.87,29296805
3.766533,43.23,29300189
5.5660863,261.41,29309442
4.210615,67.4,29350078
3.8369274,46.38,29364846
5.5290504,251.9,29406208
5.544255,255.76,29406276
5.9466543,382.47,29407337
4.9677477,143.7,29407338
4.272748,71.72,29473763
5.82161,337.52,29478802
4.9009457,134.42,29480096
5.5278463,251.6,29488646
5.706859,300.92,29536130
4.7647247,117.3,29541297
4.772694,118.24,29558824
6.112915,451.65,29560648
5.8925667,362.33,29562795
5.641853,281.98,29642165
5.311651,202.68,29649635
5.6625814,287.89,29669709
5.9900937,399.45,29696685
6.573841,716.12,29697224
5.4370356,229.76,29699972
3.752671,42.63,29730539
5.7321167,308.62,29790364
4.2960973,73.41,29821418
5.484074,240.83,29841287
5.5673823,261.75,29841719
3.8309822,46.11,29874105
5.5008693,244.9,29879141
5.9034123,366.29,29889535
5.5988607,270.12,29941662
4.5497336,94.61,29952574
5.5804048,265.18,29954662
4.098041,60.22,29959756
4.247629,69.94,29980781
3.9504206,51.96,30007618
5.765885,319.22,30010355
5.7447867,312.56,30015010
5.8921514,362.18,30103979
4.4645653,86.88,30104060
5.696252,297.75,30107470
5.709867,301.83,30140705
5.17289,176.42,30143898
6.1400185,464.06,30150814
4.206565,67.13,30166327
5.613922,274.22,30216509
4.0874023,59.58,30223189
5.7540846,315.48,30241987
5.277252,195.83,30247780
3.1617177,23.61,30262990
4.059346,57.94,30304482
4.183635,65.6,30310506
5.3640795,213.59,30361540
5.308288,202.0,30366030
4.7889833,120.18,30414062
4.129747,62.16,30466100
4.1998973,66.68,30488093
7.0447288,1146.8,30494183
5.50096,244.93,30516930
5.393142,219.89,30517887
5.5557323,258.72,30517904
5.944795,381.76,30522015
4.1748486,65.03,30545904
5.5194454,249.5,30552006
4.194652,66.33,30553787
5.8347306,341.97,30587399
4.2681894,71.39,30638815
5.197911,180.89,30687407
5.4425206,231.02,30725528
4.0582595,57.87,30728888
3.7454839,42.33,30755787
5.6473203,283.53,30757362
5.388415,218.86,30757752
5.5123286,247.73,30759793
5.48955,242.15,30760234
5.643497,282.45,30760852
5.757819,316.66,30762828
4.4441357,85.13,30763893
6.152339,469.82,30781647
5.1836452,178.33,30782224
6.118983,454.4,30787688
5.5494776,257.1,30789223
6.053619,425.65,30840983
5.4849906,241.05,30842084
5.6548047,285.66,30843660
3.8474085,46.87,30844072
4.0590253,57.92,30850304
4.2150903,67.7,30886732
4.2034564,66.92,30947869
5.4684505,237.09,30949668
6.2005587,493.02,30954814
5.290932,198.53,31011845
5.7334948,309.05,31022924
6.0211864,412.07,31034341
5.75691,316.37,31046919
5.7510395,314.52,31046927
5.7794514,323.58,31046970
3.5992403,36.57,31135781
4.296094,73.41,31170630
3.7711713,43.43,31182721
2.7503483,15.65,31195615
2.6992843,14.87,31202791
2.528616,12.54,31203362
2.6581674,14.27,31203670
2.827954,16.91,31203879
3.7763143,43.65,31219990
2.731978,15.36,31249193
4.4058523,81.93,31252070
4.8276763,124.92,31273922
5.219703,184.88,31276161
5.6663265,288.97,31278230
5.7026243,299.65,31278389
5.8376093,342.96,31280883
5.6212597,276.24,31283935
5.443678,231.29,31298905
5.469619,237.37,31301774
5.5100565,247.17,31301926
5.492245,242.8,31301994
5.5012364,244.99,31302086
5.49323,243.04,31302139
5.4778614,239.33,31302256
5.465918,236.49,31302323
5.4557343,234.1,31302389
5.266613,193.76,31302514
5.625963,277.54,31328173
4.303007,73.92,31329380
5.337761,208.05,31355278
4.7785463,118.93,31356027
4.4153094,82.71,31356036
4.4274917,83.72,31395757
5.3455424,209.67,31397584
5.0501614,156.05,31399622
5.352067,211.04,31400628
5.419818,225.84,31400940
4.366068,78.73,31427528
3.7421799,42.19,31435883
3.7675636,43.27,31459895
3.6934297,40.18,31462421
3.715169,41.07,31463354
3.8160121,45.42,31464073
3.439671,31.18,31466407
5.2300086,186.79,31479637
5.2380676,188.31,31479778
5.329051,206.24,31479950
5.2685933,194.14,31480547
5.3123636,202.83,31480839
5.293042,198.95,31480956
4.2307653,68.77,31481384
3.7243402,41.44,31481732
5.173388,176.51,31482550
3.7418518,42.18,31482616
5.1614795,174.42,31482730
3.752671,42.63,31487338
3.7647505,43.15,31487723
3.8375304,46.41,31488721
3.8209383,45.65,31549149
3.7691064,43.34,31549575
5.3178697,203.95,31550517
3.7931778,44.4,31550583
3.623883,37.48,31551205
3.6168015,37.22,31551988
3.650448,38.49,31552495
3.8515756,47.07,31553351
3.7531404,42.65,31576196
3.7868497,44.12,31576503
5.147916,172.07,31578706
4.6601305,105.65,31579102
4.083144,59.33,31603686
3.2102141,24.78,31612174
5.359136,212.54,31668723
4.2780433,72.1,31739420
5.5438895,255.67,31741549
5.123059,167.85,31758760
5.3008494,200.51,31781604
4.1307406,62.22,31794317
5.6976094,298.15,31817976
5.268518,194.13,31818050
5.5799313,265.05,31842989
5.6714706,290.46,31857600
5.6093674,272.97,31872068
5.207708,182.67,31913452
5.6248693,277.24,31938846
5.3942018,220.13,31943932
5.1040807,164.69,31968252
5.2525115,191.05,31977869
5.4518237,233.18,32028479
5.5080123,246.66,32030157
5.2929463,198.93,32030360
5.340355,208.59,32052836
5.8646817,352.37,32053221
5.662355,287.83,32053606
5.431716,228.54,32053840
4.0294104,56.23,32057454
6.5933986,730.26,32088715
4.4381113,84.61,32096177
4.238539,69.31,32097021
5.543176,255.49,32118599
5.7754498,322.29,32121674
4.059784,57.96,32129828
4.4252977,83.54,32135099
4.265008,71.17,32150427
4.322062,75.34,32175751
5.5028744,245.4,32200318
5.6569343,286.27,32203753
5.564068,260.88,32207394
6.006974,406.25,32210549
6.4467697,630.66,32210550
4.7929516,120.66,32231801
5.6359754,280.33,32299387
3.97642,53.33,32302298
4.834684,125.8,32305182
4.9506297,141.26,32305209
4.4548,86.04,32305216
5.857843,349.97,32320950
5.5099187,247.13,32330651
5.3597884,212.68,32338168
3.8977711,49.29,32351823
5.2423253,189.11,32393656
5.6798306,292.9,32400098
4.694671,109.36,32417958
5.36745,214.32,32454174
5.215745,184.15,32457366
5.310187,202.39,32462139
4.8542714,128.29,32485771
5.5225353,250.27,32514581
4.8954887,133.69,32536135
3.7255588,41.49,32536664
5.1270847,168.53,32536671
3.7146215,41.04,32537049
3.8082001,45.07,32537242
3.8299,46.06,32537550
3.7422886,42.19,32537758
4.6758304,107.32,32561248
4.703813,110.37,32561520
4.463323,86.78,32564135
5.588334,267.29,32572789
4.6730056,107.02,32600746
5.2262764,186.1,32626419
4.4347925,84.33,32637007
5.4814954,240.21,32678957
5.356361,211.95,32679428
5.4810567,240.1,32680404
5.430796,228.33,32680591
5.4803796,239.94,32680710
5.5045686,245.81,32680842
5.455608,234.07,32680971
5.4887776,241.96,32681074
5.119664,167.28,32704893
5.1156955,166.62,32704997
5.2955084,199.44,32732510
5.200421,181.35,32807989
4.1598806,64.06,32812628
4.811947,122.97,32816014
5.4658365,236.47,32904909
4.574392,96.97,32905825
4.7888794,120.17,32906782
5.513772,248.09,32910755
5.3933916,219.95,32930000
4.4958053,89.64,32931242
5.1392922,170.59,32931496
5.1268735,168.49,32932107
4.463933,86.83,32962153
4.429631,83.9,32973652
5.641293,281.83,33062227
5.964902,389.51,33062383
5.6209936,276.16,33067556
4.8957477,133.72,33131569
3.8597376,47.45,33137031
5.337189,207.93,33147215
6.2566314,521.46,33156816
5.0263834,152.38,33179901
4.9557977,142.0,33179902
6.165034,475.82,33182611
6.2692385,528.08,33184108
6.255857,521.06,33185850
4.529701,92.73,33188102
5.455138,233.96,33192456
6.7421217,847.36,33208395
5.9519787,384.51,33209198
5.861819,351.36,33209678
5.7943187,328.43,33212737
4.5156446,91.44,33216922
4.449724,85.6,33223919
3.6920688,40.13,33259417
5.790276,327.1,33281345
3.4941008,32.92,33287630
5.5740614,263.5,33292312
3.6225722,37.43,33337699
5.077981,160.45,33385364
5.0654144,158.45,33385561
5.1720943,176.28,33385698
5.1102366,165.71,33385782
5.5010133,244.94,33411076
5.815633,335.5,33413157
5.308437,202.03,33423422
3.9144797,50.12,33451687
4.753515,115.99,33482801
6.143056,465.47,33508652
4.25653,70.56,33515317
5.050401,156.09,33541032
5.551165,257.54,33602520
5.4501367,232.79,33610373
3.6001587,36.6,33680591
6.0974627,444.73,33682220
6.174871,480.52,33682692
5.4346776,229.22,33697199
5.031531,153.17,33698168
6.164003,475.33,33703229
3.2531264,25.87,33711326
5.7440243,312.32,33727898
5.47751,239.25,33734214
4.195292,66.37,33735182
3.9841745,53.74,33735847
4.5245337,92.25,33738040
5.2147307,183.96,33746032
4.0953918,60.06,33746732
3.3531857,28.59,33755050
5.887468,360.49,33762391
5.401194,221.67,33764163
5.363998,213.58,33771133
4.523527,92.16,33790592
6.534323,688.37,33797183
5.3557334,211.82,33816957
5.7787323,323.35,33820070
3.7659514,43.2,33820361
3.767647,43.28,33820774
3.858211,47.38,33821130
3.8874297,48.79,33823020
3.7427533,42.21,33823232
4.4636235,86.8,33826880
3.946831,51.77,33831366
4.4770985,87.98,33897132
4.550131,94.64,33898095
4.6801386,107.78,33899460
4.3060203,74.14,33906973
4.7495174,115.53,33925020
4.495724,89.63,33932131
3.588673,36.19,33962404
6.389065,595.3,33984534
5.730573,308.15,33986160
3.654879,38.66,33991419
4.1257396,61.91,34038956
5.354903,211.64,34105182
5.316346,203.64,34105202
5.486846,241.49,34105210
5.459605,235.0,34133454
5.806383,332.41,34134281
5.851454,347.74,34135594
5.702956,299.75,34136135
3.719688,41.25,34158979
3.6104183,36.98,34162126
3.4077675,30.2,34162520
3.5722978,35.6,34162968
5.8213806,337.44,34170515
3.519828,33.78,34175313
5.527919,251.62,34191394
5.2605405,192.59,34191633
3.6389136,38.05,34193287
5.541376,255.03,34194215
5.525329,250.97,34222206
5.0848894,161.56,34248969
6.5824575,722.31,34254426
5.3701825,214.9,34272000
5.6703844,290.15,34272589
5.621652,276.35,34273688
5.965767,389.85,34274651
5.4286723,227.85,34275181
5.742869,311.96,34276094
5.54647,256.33,34279029
4.5974083,99.23,34279951
6.796532,894.74,34298556
5.912341,369.57,34298679
5.7188287,304.55,34302718
5.4944544,243.34,34303018
5.5975003,269.75,34303605
6.0104856,407.68,34304002
5.951311,384.26,34304675
6.156978,472.0,34304976
5.996164,401.88,34305195
6.2289624,507.23,34305408
5.056052,156.97,34321060
5.084393,161.48,34321474
5.061458,157.82,34321677
4.920428,137.06,34337041
6.763572,865.73,34358181
5.9285545,375.61,34358699
4.129197,62.13,34364498
3.9132624,50.06,34366695
5.5806756,265.25,34378812
6.1927114,489.17,34380019
5.7430162,312.0,34380983
5.6709256,290.3,34466420
6.3319697,562.26,34492738
3.7177508,41.17,34492989
6.1241045,456.74,34493046
5.4874954,241.65,34494181
5.594008,268.81,34495209
5.6687517,289.67,34496675
5.0506277,156.12,34523402
5.3763275,216.23,34524484
6.137858,463.06,34525397
5.656179,286.05,34533087
4.4940696,89.48,34550942
5.716794,303.93,34552880
7.314252,1501.55,34561786
5.390798,219.38,34564384
5.649915,284.27,34564909
4.523869,92.19,34631898
4.909392,135.56,34663431
5.610586,273.3,34670261
4.552233,94.84,34675738
5.1481667,172.12,34694701
4.9545264,141.82,34705600
7.2132144,1357.25,34708362
5.384431,217.99,34729414
5.7971506,329.36,34729581
5.4097757,223.58,34730133
5.428829,227.88,34730498
5.4234467,226.66,34770183
5.778368,323.23,34777605
5.4641566,236.08,34797717
5.880714,358.06,34855635
5.592203,268.33,34865881
6.0658164,430.87,34879242
6.101649,446.59,34879625
6.0282016,414.97,34879643
5.263078,193.07,34893410
4.6485724,104.44,34897610
5.2421017,189.07,34918913
5.534572,253.3,34918917
5.300912,200.52,34918973
4.714073,111.51,34919339
3.886043,48.72,34921951
4.3229074,75.41,34954011
5.403766,222.24,34957866
6.083405,438.52,34959345
4.677316,107.48,34973476
3.3706,29.1,34987524
4.9811826,145.65,34991010
4.2702394,71.54,35107809
4.0046115,54.85,35108886
3.541484,34.52,35118858
5.8841357,359.29,35119554
3.1262817,22.79,35121401
5.364177,213.62,35135971
5.4964375,243.82,35138586
5.4858546,241.26,35142124
5.4916935,242.67,35143035
4.1302357,62.19,35143784
5.817507,336.13,35144410
5.860227,350.8,35145106
4.7850857,119.71,35145954
5.4562497,234.22,35153558
5.2747035,195.33,35155986
2.9772093,19.63,35191677
5.3951607,220.34,35212944
4.8418856,126.71,35218637
5.278485,196.07,35238219
4.109795,60.93,35249175
5.8983593,364.44,35255592
5.1765733,177.07,35260093
5.541215,254.99,35262482
5.11931,167.22,35274477
5.134771,169.83,35278875
6.110169,450.41,35279429
5.2314677,187.07,35296629
5.209274,182.96,35297062
5.061774,157.87,35297162
5.1630054,174.69,35297256
5.0737257,159.77,35297382
5.1556134,173.4,35310398
5.0743647,159.87,35312384
5.6028037,271.19,35331849
3.6867275,39.91,35336914
5.2526555,191.07,35376060
3.3011458,27.14,35377935
4.820935,124.08,35414199
5.4221554,226.37,35436949
5.608643,272.77,35450813
5.6147366,274.44,35454437
5.591989,268.27,35454439
3.2245457,25.14,35455583
3.2434049,25.62,35455764
3.3271887,27.86,35455815
5.644751,282.8,35477075
4.7644086,117.26,35487025
5.191456,179.73,35488866
5.505976,246.16,35502265
5.7232504,305.9,35502833
4.5580826,95.4,35523560
6.220058,502.73,35564173
4.5197763,91.82,35564626
5.4439254,231.35,35597125
4.3259945,75.64,35599099
4.2958426,73.39,35600390
5.2675033,193.93,35605066
4.327216,75.73,35606852
4.865343,129.72,35627790
4.694815,109.38,35627835
4.6815195,107.93,35627884
4.964661,143.26,35627926
4.086752,59.55,35636033
4.8942165,133.52,35665444
4.727056,112.96,35665656
4.443669,85.09,35682578
4.571528,96.69,35782737
4.5598392,95.57,35784158
4.361947,78.41,35787391
4.478346,88.09,35788054
3.8483887,46.92,35798080
5.1768064,177.12,35832249
5.0024924,148.78,35853948
5.6167254,274.99,35925229
4.078727,59.07,35926563
4.9054184,135.02,35987107
5.888441,360.84,36022888
5.7311153,308.31,36032969
4.3543487,77.82,36060049
4.180745,65.41,36085506
5.828577,339.87,36090145
5.3268404,205.79,36092614
4.3798723,79.83,36102374
3.6940613,40.21,36124019
3.8317845,46.14,36125340
4.2624254,70.98,36125690
3.8269882,45.92,36126058
3.7024496,40.55,36126357
3.6731641,39.38,36128368
3.6746063,39.43,36128647
3.811943,45.24,36128825
3.8275783,45.95,36129095
3.7198489,41.26,36129345
4.0799346,59.14,36131908
5.793252,328.08,36219134
5.3877974,218.72,36272241
5.157711,173.77,36290716
5.24505,189.63,36291359
3.1375864,23.05,36309056
3.8214698,45.67,36324702
5.243701,189.37,36332511
5.3266454,205.75,36370182
4.4579244,86.31,36379798
5.8960924,363.61,36413831
6.0861793,439.74,36421175
6.0906234,441.7,36501458
5.504978,245.91,36504978
5.338539,208.21,36514389
5.3125644,202.87,36515152
3.7947316,44.47,36542451
5.176866,177.13,36563289
5.4619145,235.55,36563466
5.5914855,268.13,36563695
2.9939113,19.96,36575390
5.005923,149.29,36579000
4.1977077,66.53,36591624
4.293683,73.24,36592039
4.2299385,68.71,36592722
4.4105573,82.32,36620765
5.504326,245.75,36622270
4.64923,104.5,36625968
4.317343,74.99,36672507
4.135163,62.5,36689717
5.502303,245.26,36717874
4.501876,90.19,36748618
4.5531683,94.93,36749678
5.4372277,229.8,36761317
3.485243,32.63,36764720
5.808538,333.13,36793797
5.286973,197.74,36823966
4.2849326,72.6,36824206
4.333055,76.18,36824749
4.505744,90.54,36824913
4.374695,79.42,36859384
5.2277985,186.38,36860853
5.3662333,214.06,36901199
6.067055,431.41,36936488
3.2423987,25.6,36957914
5.020409,151.47,36962698
4.3889422,80.56,36972276
4.3545227,77.83,37003901
4.959703,142.55,37065883
5.5986238,270.05,37068370
5.738871,310.71,37071260
5.5672817,261.72,37071332
5.7057266,300.58,37071600
5.3895926,219.11,37071663
5.519679,249.55,37110259
5.412056,224.09,37110943
4.5641284,95.98,37139019
3.9259753,50.7,37139242
4.0024114,54.73,37139262
3.2605543,26.06,37169147
5.2051167,182.2,37169516
4.6702056,106.72,37175952
5.455783,234.11,37201753
5.9601946,387.69,37229893
5.381435,217.33,37241528
4.4810333,88.33,37272558
5.5762715,264.09,37276332
5.4467335,232.0,37278016
5.494475,243.34,37278198
5.501091,244.96,37278347
5.569162,262.21,37278466
5.9473286,382.73,37278579
4.2758737,71.94,37308209
4.3989925,81.37,37311580
4.207174,67.17,37344482
5.432935,228.82,37345707
5.7535295,315.3,37420408
5.3709617,215.07,37476671
5.1306705,169.13,37477673
5.180151,177.71,37480608
5.45058,232.89,37481784
3.5481787,34.75,37511037
4.223724,68.29,37548150
4.342231,76.88,37550734
5.7415133,311.54,37578825
6.109663,450.19,37593900
4.3067245,74.2,37645626
4.0777717,59.01,37646564
5.712613,302.66,37699365
5.0545397,156.73,37713280
4.7185884,112.01,37733761
5.584544,266.28,37734365
5.1064305,165.08,37768883
5.0766106,160.23,37768888
5.515235,248.45,37768899
4.251957,70.24,37774047
6.0091066,407.12,37791017
4.502288,90.22,37814165
3.931466,50.98,37837525
3.9331372,51.07,37867056
5.1385837,170.47,37897272
5.162637,174.62,37901383
5.385025,218.12,37926362
4.5199943,91.84,37990824
3.5171714,33.69,38024690
1.5956199,4.93,38039288
5.4291778,227.96,38082752
5.1238537,167.98,38083546
5.6572375,286.36,38116166
5.62034,275.98,38141575
3.4214902,30.62,38148875
6.382843,591.61,38168039
5.0002904,148.46,38180244
4.4129357,82.51,38180351
5.882263,358.62,38199055
4.1524363,63.59,38199056
4.04359,57.03,38249682
5.3866425,218.47,38257829
4.2709064,71.59,38259848
5.4077835,223.14,38263959
4.2036667,66.93,38275392
5.444289,231.43,38277393
4.84539,127.15,38286909
5.686968,295.0,38291884
5.4047747,222.47,38306095
5.6492057,284.07,38309081
4.3928204,80.87,38324198
4.514296,91.31,38324813
5.3442097,209.39,38326687
4.5269284,92.47,38333472
4.9019465,134.55,38336127
5.173938,176.61,38337124
5.5493207,257.06,38342583
5.5257955,251.09,38342668
3.6380305,38.02,38342935
5.575674,263.93,38342987
5.338079,208.11,38343299
5.103276,164.56,38343364
5.5637107,260.79,38377105
5.6928935,296.75,38379023
5.826401,339.14,38380673
5.325451,205.5,38446404
5.531251,252.46,38446418
3.3951864,29.82,38452094
4.3619685,78.41,38454060
3.9628432,52.61,38498521
3.7315104,41.74,38520944
3.920974,50.45,38566431
5.817437,336.11,38571196
4.7549067,116.15,38595019
4.176138,65.11,38658715
6.3508825,573.0,38663884
4.1969714,66.48,38686835
5.420981,226.1,38687208
4.9539313,141.73,38687404
4.0389605,56.77,38692852
3.7388945,42.05,38712946
4.9319954,138.66,38714452
5.924921,374.25,38744917
3.228712,25.25,38766231
5.3003764,200.41,38767649
4.875586,131.05,38767675
5.644511,282.74,38768158
5.4182377,225.48,38770272
4.2891192,72.9,38818034
4.256447,70.56,38834918
5.2043767,182.07,38841896
4.1986847,66.6,38917089
5.3101153,202.37,38917279
4.092682,59.9,38917682
4.7422423,114.69,38923161
3.1919992,24.34,38970265
5.7092066,301.63,39045025
3.7367902,41.96,39072739
5.5948753,269.04,39074639
5.5674133,261.76,39076570
5.5533633,258.1,39094761
4.492938,89.38,39098031
5.233955,187.53,39130542
5.840187,343.84,39133852
5.274595,195.31,39141386
4.4125695,82.48,39150196
4.3815923,79.97,39184006
4.2573843,70.63,39186823
4.323802,75.48,39187082
4.5020595,90.2,39213055
5.325678,205.55,39213932
5.5211215,249.92,39219334
5.5751357,263.79,39221445
5.535232,253.47,39246801
5.520418,249.74,39265283
3.7229657,41.39,39292715
3.8018923,44.79,39293278
3.8197622,45.59,39293637
4.821458,124.15,39318755
5.045491,155.32,39348891
5.312283,202.81,39349081
5.8596916,350.62,39350261
5.9517765,384.44,39353324
3.9576783,52.34,39356120
5.7782917,323.21,39357046
3.859907,47.46,39376301
3.754995,42.73,39376808
3.7184103,41.2,39377153
3.7283027,41.61,39377325
5.0492206,155.9,39378778
4.4170203,82.85,39381044
4.415407,82.72,39381836
5.0924044,162.78,39404484
4.173693,64.95,39462050
5.917157,371.35,39515028
5.931121,376.58,39515371
5.914003,370.18,39515636
5.858813,350.31,39516146
5.898831,364.61,39516335
5.843832,345.1,39519845
4.379899,79.83,39548516
5.635204,280.12,39555679
4.6049848,99.98,39571615
4.4784513,88.1,39572321
5.756035,316.09,39576026
5.7560334,316.09,39577839
5.482349,240.41,39598491
5.1744895,176.71,39602082
5.465739,236.45,39621148
4.21003,67.36,39622193
3.726204,41.52,39622971
4.066312,58.34,39683083
5.3853307,218.18,39691518
5.3776574,216.51,39691563
5.474934,238.63,39692277
4.7479362,115.35,39692848
4.097416,60.18,39697054
4.623434,101.84,39709504
4.3607345,78.31,39709814
5.3034163,201.02,39710504
3.6210012,37.37,39719760
5.323206,205.04,39737048
4.5037336,90.35,39740834
4.309422,74.4,39747175
4.2469254,69.89,39747728
5.8605256,350.91,39749632
5.272693,194.94,39753264
7.08907,1198.79,39791562
5.5125003,247.77,39811448
4.0851855,59.45,39816578
4.146441,63.21,39817705
4.2728796,71.73,39828227
6.0140686,409.14,39852429
5.3384814,208.2,39862403
5.9042153,366.58,39863843
6.063554,429.9,39865509
5.475618,238.8,39909653
5.874719,355.92,39940188
5.4414067,230.77,39959246
5.4232464,226.61,39959257
5.2294984,186.7,39959265
5.211277,183.33,39959423
5.33119,206.68,39959424
5.220646,185.05,39960458
5.778368,323.23,39967048
5.217955,184.56,39976766
5.940796,380.24,40001918
5.528636,251.8,40026944
3.0651338,21.44,40045717
5.5108113,247.35,40048439
5.827916,339.65,40048494
5.53664,253.82,40048783
5.541092,254.96,40049637
4.559361,95.52,40056381
6.129752,459.32,40077922
7.417154,1664.29,40084447
7.9915776,2955.96,40090804
7.393691,1625.7,40103238
4.404639,81.83,40106992
4.6085253,100.34,40116681
3.3161418,27.55,40125989
5.003581,148.95,40130500
7.0348387,1135.51,40133487
2.7679694,15.93,40138005
7.2694597,1435.77,40196701
5.0710983,159.35,40198545
5.7659507,319.24,40199387
5.6444573,282.72,40205628
5.554223,258.33,40218634
5.4731245,238.2,40218906
5.497782,244.15,40222616
5.146976,171.91,40248216
6.049539,423.92,40280569
5.74032,311.16,40280595
5.6149316,274.49,40299706
4.56224,95.8,40302779
5.2538443,191.3,40385005
5.1463037,171.8,40385963
5.285874,197.53,40386721
5.0477414,155.67,40387610
5.467566,236.88,40391666
3.2337925,25.38,40408314
5.7801504,323.81,40414802
5.4590745,234.88,40415475
5.1181774,167.03,40427284
5.503033,245.44,40439649
4.6874733,108.58,40441376
4.648535,104.43,40443241
4.5688124,96.43,40443970
5.888072,360.71,40446553
5.7212234,305.28,40447300
4.655691,105.18,40466504
7.0192814,1117.98,40467518
7.62426,2047.26,40503194
4.34104,76.79,40521034
4.4076004,82.07,40522998
3.7141268,41.02,40537668
3.577917,35.8,40537769
3.6094298,36.94,40537868
4.9921265,147.25,40549852
7.104894,1217.91,40556263
4.47922,88.17,40562136
5.3267946,205.78,40563050
5.4246845,226.94,40573372
5.686182,294.77,40573467
5.6113625,273.52,40573472
5.5698853,262.4,40573478
5.615292,274.59,40573479
5.443209,231.18,40574479
5.5031743,245.47,40574849
5.2209797,185.12,40574903
